model_id,monthly_downloads,total_downloads
matrixportalx/L3.2-Rogue-Creative-Instruct-Uncensored-Abliterated-7B-Q4_K_S-GGUF,8,246
FreedomIntelligence/HuatuoGPT2-7B-4bits,14,1595
huihui-ai/Dria-Agent-a-3B-abliterated,NaN,NaN
huihui-ai/Qwen3-4B-abliterated,258,3737
T145/ZEUS-8B-V17-abliterated-V2,4,103
notorious929292/helen.lownoise.safetensors,0,0
huihui-ai/r1-1776-distill-llama-70b-abliterated,NaN,NaN
Triangle104/Arcee-Blitz-abliterated-Q3_K_M-GGUF,2,53
pixasocial/survival-uncensored-gemma-270m,2005,21910
PrunaAI/hooking-dev-Monah-8b-Uncensored-HQQ-4bit-smashed,NaN,NaN
mradermacher/Ministral-3b-instruct-uncensored-GGUF,201,2699
tensorblock/Qwen2.5-3B-Instruct-Uncensored-Test-GGUF,567,6688
faceradix/Daredevil-8B-abliterated-Q4_K_M-GGUF,0,186
TouchNight/gemma2-ifable-abliterated-merge,4,251
Novaciano/DeepSeek-R1-Distill-Qwen2.5-1.5B-LimaRP_Uncensored-Q5_K_M-GGUF,12,631
ZeroWw/phi3-uncensored-chat-GGUF,65,661
ZeroWw/Meta-Llama-3-8B-Instruct-abliterated-v3-GGUF,18,10122
YokaiKoibito/llama2_70b_chat_uncensored-fp16,5,509
swittk/Qwen3-1.7B-abliterated-Q4_K_M-GGUF,10,134
mradermacher/ABLITERATED-FuseBench-3.2-1B-i1-GGUF,9,1577
mradermacher/Qwen3-16B-A3B-abliterated-GGUF,103,1959
Jianyuan1/prm-data-unfiltered-v1,0,0
drwlf/DeepSeek-R1-0528-Qwen3-8B-abliterated,6,63
amarck/Qwen3-30B-A3B-abliterated,80,6074
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18-merge,NaN,NaN
houghtob123/Falcon3-7B-Instruct-Abliterated-Q4_0,10,148
koesn/SOLAR-10.7B-Instruct-v1.0-uncensored-GGUF,80,8242
huihui-ai/Huihui-InternVL3_5-8B-Instruct-abliterated,75,401
zetasepic/Qwen2.5-32B-Instruct-abliterated-v2-GGUF,595,48093
Emilio407/gemma-2-9b-it-abliterated-GGUF,5,475
KYUNGYONG/kanana-nano-2.1b-instruct-abliterated-4bit,12,176
itorgov/dippy-roleplay-1748214056-0808077,0,6
assoni2002/wav2vec2-jailbreak-classification_new,4,63
Triangle104/L3.1-MOE-4X8B-Dark-Reasoning-Super-Nova-RP-Hermes-R1-Uncensored-25B-Q6_K-GGUF,5,183
SaravananVijayan/DistilBERT_prompt_guardrails_safe_unsafe,1,8
lerle144/criminal-sketch-lora-v2-2-test,0,146
mradermacher/Shisa-v2-Mistral-Nemo-12B-Abliterated-i1-GGUF,532,5597
chenrm/qwq-32b-abliterated-h-corpus,9,653
BenevolenceMessiah/DeepScaleR-1.5B-Preview-abliterated-Q8_0-GGUF,6,17
YoojongChoi/vicuna-7b-instruct-ft-adapters-multi-jailbreak,0,0
AetherArchitectural/EXAONE-3.5-2.4B-Instruct-abliterated-GGUF-IQ-ARM-Imatrix-Community,89,2595
itorgov/dippy-roleplay-1748595160-3974543,0,8
hehua2008/GLM-4.5V-abliterated-MLX,0,0
vicgalle/Roleplay-Llama-3-8B,1381,11232
mradermacher/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3-GGUF,3,1487
mradermacher/LLAMA-3_8B_Unaligned_Alpha-GGUF,45,12598
TheBloke/Uncensored-Jordan-7B-AWQ,55,591
mradermacher/Codestral-22B-v0.1-abliterated-v3-GGUF,26,3631
Triangle104/Qwen3-30B-A3B-abliterated-Q8_0-GGUF,23,291
RichardErkhov/failspy_-_llama-3-70B-Instruct-abliterated-gguf,2,84079
DavidAU/LLama-3.1-128k-Darkest-Planet-Uncensored-16.5B-GGUF,1136,15014
mradermacher/Stablelm-3b-abliterated-GGUF,1,1062
PradhyumnaPoralla/distilbert-base-uncased_jailbreaker_classification,2,11
AlignmentResearch/robust_llm_oskar-051_clf_jailbreaks_Qwen2.5-1.5B_s-1_adv_tr_gcg_t-1,NaN,NaN
Araki/Luna-AI-Llama2-Uncensored-GGML,0,0
unrestrictedai/falcon7b-train-sendswap,0,0
deltanym/QwQ-32B-Preview-abliterated-Q4_K_M-GGUF,14,2629
ChangeXy/ppl-combined_unsafe_Q6_qwen2.5-14b-instruct-2ep,0,0
BenevolenceMessiah/Qwen2.5-Coder-32B-Instruct-abliterated-Q5_K_S-GGUF,8,27
s1arsky/L3.1-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-Uncensored-47B-EXL3,0,22
LLM-LAT/llama3-8b-instruct-lat-jailbreak-robust1,0,0
cgifbribcgfbi/Llama-3.3-70B-chem-cw-unfilt-guided,0,5
Ichigo2899/WizardLM-13B-V1-0-Uncensored-SuperHOT-8K-TGI,8,345
Triangle104/Qwen3-8B-192k-Context-6X-Josiefied-Uncensored-Q5_K_M-GGUF,1,54
RaselAntor/JailBreakLLMv1,7,306
Triangle104/Huihui-gemma-3n-E2B-it-abliterated-Q4_K_S-GGUF,42,252
Zoyd/mlabonne_NeuralDaredevil-8B-abliterated-5_0bpw_exl2,4,118
denisman/roleplay09,1,8
mradermacher/Qwen3-4B-abliterated-i1-GGUF,193,3152
ICEPVP8977/Uncensored_DeepSeek-R1-Distill-Qwen-1.5B,18,420
mradermacher/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored-GGUF,116,2932
azale-ai/DukunLM-Uncensored-7B,3,957
MugenYume/phi-3.1-abliterated-Q5_K_S-GGUF,1,18
huihui-ai/Marco-o1-abliterated,NaN,NaN
openerotica/Occult-Roleplay-Mixtral-4x7B,4,256
Triangle104/Dria-Agent-a-3B-abliterated-Q5_K_M-GGUF,10,195
TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-AWQ,3,1069
Triangle104/Qwen3-The-Josiefied-Omega-Directive-22B-uncensored-abliterated-Q6_K-GGUF,7,103
Freedom6756/111,0,0
bartowski/Uncensored-Frank-Llama-3-8B-GGUF,164,15677
M1LL1X/microsoft-phi-3_5-mini-trained-abliterated-QA-200-all-modules-merged,2,11
mradermacher/Qwen2.5-7B-nerd-uncensored-v1.4-i1-GGUF,41,2139
featherless-ai-quants/mlabonne-Daredevil-8B-abliterated-GGUF,19,1646
Triangle104/Llama-3.2-3B-Instruct-abliterated-finetuned-Q4_K_S-GGUF,7,98
aifeifei799/Llama-3.1-8B-Instruct-Fei-v1-Uncensored,72,3109
heegyu/WizardVicuna-Uncensored-pythia-160m-deduped,4,612
itorgov/dippy-roleplay-1742954116-9683108,1,7
Zoyd/mlabonne_NeuralDaredevil-8B-abliterated-4_0bpw_exl2,16,487
SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored-EXL2-4.0bpw,5,109
Triangle104/openhands-lm-32b-v0.1-abliterated-Q3_K_S-GGUF,0,47
ShantanuT01/Llama-3.2-1B-Instruct-abliterated-yelp-finetuned,4,67
aifeifei798/llama3-8B-DarkIdol-2.0-Uncensored-IQ4_NL-GGUF,18,3519
byroneverson/Yi-1.5-9B-Chat-16K-abliterated,7088,95938
Heartsync/NSFW-Uncensored,6098,73014
QuantFactory/gemma-2-9b-it-abliterated-GGUF,118,4164
b4-V/Johnny-Silverhand-Qwen2.5-1.5B-Abliterated,3,109
complexinteractive/openerotica-Occult-Roleplay-Mixtral-4x7b-GGUF,148,5212
featherless-ai-quants/Rupesh2-Llama-3.1-8b-Uncensored-Dare-GGUF,42,898
SpongeEngine/Meta-Llama-3.1-8B-Instruct-abliterated-i1-GGUF,NaN,NaN
Triangle104/Qwen2-VL-7B-Instruct-abliterated-Q4_K_M-GGUF,20,282
mradermacher/MFANN-Llama3.1-Abliterated-SLERP-V4-i1-GGUF,83,2262
taozi555/CoSER-Llama-3.1-8B-Uncensored-V2,1,83
braindao/Qwen2.5-0.5B-Instruct-Uncensored,3,151
thisnick/Llama-3.1-8B-Instruct-abliterated-GGUF,5,713
tachyphylaxis/Huihui-GLM-4.5-Air-abliterated-GGUF,38,505
Ewere/DeepSeek-R1-Distill-Llama-70B-abliterated-AWQ,138,442
mradermacher/CAMEL-13B-Role-Playing-Data-i1-GGUF,63,2381
mradermacher/Llama-3-8B-Uncensored-0.3-GGUF,46,1534
Zoyd/TheSkullery_Aura-Llama-Abliterated-3_5bpw_exl2,3,9
mxf-pth/Qwen3-8B-Jailbroken-Q5_K_M-GGUF,15,218
RichardErkhov/ymcki_-_gemma-2-2b-jpn-it-abliterated-24-gguf,133,1216
the-acorn-ai/simon-qwen3-4b-base-kp-4k-self-play-with-role-step_00256,0,8
mradermacher/Samantha-Roleplay-UWU-40B-i1-GGUF,47,2915
yamatazen/Shisa-v2-Mistral-Nemo-12B-Abliterated-Q4_K_M-GGUF,89,236
tensorblock/mlabonne_gemma-3-4b-it-abliterated-v2-GGUF,16,1111
irmma/GLM-Z1-9B-0414-abliterated-Q4_K_S-GGUF,2,132
ICEPVP8977/Uncensored_Qwen2.5_Coder_3B_Seaftensors,2,103
poteminr/jailbreak_detector,4,83
ArtusDev/huihui-ai_Huihui-Qwen3-Coder-30B-A3B-Instruct-abliterated-EXL3,6,44
BernTheCreator/Huihui-gemma-3n-E4B-it-abliterated-Q4_0-GGUF,184,1175
Impulse2000/Magistral-Small-2506-abliterated-Q6_K-GGUF,3,205
LoneStriker/llama-3-70B-Instruct-abliterated-3.5bpw-h6-exl2,4,9
IlyaGusev/saiga_llama3_8b_sft_m11_d7_abliterated_kto_m7_d7,1,118
Panchovix/WizardLM-33B-V1.0-Uncensored-SuperHOT-8k-4bit-32g,7,341
Aspik101/WizardVicuna-Uncensored-3B-instruct-PL-lora_adapter_model,0,0
bartowski/Qwen2.5-Coder-14B-Instruct-abliterated-GGUF,3201,38603
FreedomIntelligence/HuatuoGPT-o1-7B,381,11944
mradermacher/Roleplay-Unhinged-Base-V1-Llama-3.3-70B-GGUF,80,1901
atsuki-yamaguchi/Llama-2-7b-hf-de-30K-align,1,11
mradermacher/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored-GGUF,163,3094
netcat420/MFANN-Llama3.1-Abliterated-SLERP-TIES-V2-Q4_K_S-GGUF,0,77
kagevazquez/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q4_K_M-GGUF,7,9083
AlekseyCalvin/Lyrical_MT_ru2en_v2f_2epo_r256_Qwen3_4b_abliterated-Q4_K_S-GGUF,3,1090
burew/Mistral-Small-24B-Roleplay,NaN,NaN
ICEPVP8977/Uncensored_Replete_Coder_Qwen2_1.5b,186,3086
mradermacher/L3.1-MOE-4X8B-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-e32-25B-i1-GGUF,507,21600
Sakalti/deneb-v1-3.8b-roleplay,12,28
matrixportalx/Llama-3.2-3B-Instruct-uncensored-IQ4_NL-GGUF,8,23
FreedomIntelligence/Apollo-6B-GGUF,2,364
Triangle104/Josiefied-Qwen3-14B-abliterated-v3-Q6_K-GGUF,10,189
mradermacher/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored-i1-GGUF,235,6603
mylesgoose/Llama-3.2-3B-instruct-abliterated,4,977
thirdeyeai/Qwen2.5-Coder-7B-Instruct-Uncensored,5,273
mradermacher/Josiefied-Qwen2.5-3B-Instruct-abliterated-v1-GGUF,27,2143
Otakadelic/phi-4-abliterated-Orion-18B-Q8_0-GGUF,18,259
PrunaAI/failspy-Phi-3-mini-128k-instruct-abliterated-v3-QUANTO-int4bit-smashed,NaN,NaN
DanielMasiar/gpt4all-lora-unfiltered-quantized,0,0
DevQuasar/huihui-ai.DeepSeek-R1-Distill-Qwen-32B-abliterated-GGUF,185,43345
denisman/roleplay02,1,9
FreedomIntelligence/Apollo-MoE-1.5B,7,435
mradermacher/hermes-llama3-roleplay-2000-v3-i1-GGUF,27,1726
Triangle104/Phi-4-mini-instruct-abliterated-Q6_K-GGUF,15,317
Solaren/Qwen3-MOE-6x1.7B-10.2B-Shining-Madness-Uncensored-Q8_0-GGUF,40,427
nidum/Nidum-Gemma-2B-Uncensored-GGUF,1599,23686
Melvin56/Qwen2.5-Coder-7B-Instruct-abliterated-IQ4_XS-GGUF,0,20
Mihaiii/Llama-3.1-8B-Omni-abliterated,3,196
mradermacher/UNCENSORED-HarmfulProject-3.2-1B-i1-GGUF,84,2389
e-n-v-y/hidream-uncensored,0,0
FreedomIntelligence/medical_o1_verifier_3B_Qwen2.5,5,1483
numen-tech/kappa-3-phi-abliterated-w4a16g128asym_1,0,0
NexesQuants/Llama_3.x_70b_DoppelGutenberg-L3.3_abliterated_fusion-iMat-CQ-GGUF,0,13
Triangle104/Qwen2.5-32B-Instruct-abliterated-SFT-Q4_K_S-GGUF,4,174
amaxen/WizardLM-13B-Uncensored,0,0
mradermacher/phi-4-abliterated-Orion-18B-GGUF,399,9749
PrunaAI/cognitivecomputations-Llama-3-8B-Instruct-abliterated-v2-QUANTO-int8bit-smashed,NaN,NaN
yearsago/Qwen2.5-jailbreakedit,23,31
Grogros/Llama-3.2-1B-Instruct-distillation-alpaca-3.0-SecretSauce-jailbreak_sudo2,1,40
kalschi/gemma3-three-kingdoms-jailbreak-20250331-epochs-1,0,0
tensorblock/DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-GGUF,666,7140
DevQuasar/huihui-ai.Qwen3-8B-abliterated-GGUF,392,4027
Triangle104/OpenThinker-32B-abliterated-Q3_K_L-GGUF,2,47
jfiekdjdk/GLM-4-9B-0414-abliterated-Q6_K-GGUF,2,308
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA_HA_NL,2,261
RichardErkhov/vicgalle_-_Humanish-Roleplay-Llama-3.1-8B-awq,1,15
PrunaAI/ADT7-SN11-Llama2-roleplay-2000-v16-bnb-8bit-smashed,NaN,NaN
SzilviaB/DarkUnholyDareDevil-8b-abliterated,3,142
TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GGML,0,0
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v5-roleplay,30,301
mradermacher/Josiefied-Qwen2-0.5B-Instruct-abliterated-GGUF,0,793
RichardErkhov/KidIkaros_-_Llama-3.2-1B-Instruct-abliterated-awq,2,6
RichardErkhov/mlabonne_-_Meta-Llama-3.1-8B-Instruct-abliterated-8bits,2,8
mradermacher/LLAMA-3_8B_Unaligned_Alpha_RP_Soup-GGUF,12,17612
blockblockblock/llama-3-70B-Instruct-abliterated-bpw4.6-exl2,2,8
huihui-ai/Huihui-Qwen3-30B-A3B-Instruct-2507-abliterated,490,9118
LTC-AI-Labs/L2-7b-Base-WVG-Uncensored,1279,60607
bigcode/deepseekcoder-33b-codeqwen-align-subset,51,548
huggingkot/NeuralDaredevil-8B-abliterated-q4f16_1-MLC,3,55
nhe-ai/NeuralDaredevil-8B-abliterated-mlx-4Bit,5,146
Guilherme34/GPT-OSS-UNCENSORED_MAKING-20B,0,2
mlabonne/gemma-3-4b-it-abliterated,485,21412
prajwal-ibm/Llama-3.2-3B-Instruct-uncensored-f16,52,378
tensorblock/Qwen2.5-7B-Instruct-Uncensored-GGUF,1322,7961
mradermacher/qwen2.5-7b-cabs-v0.4-Uncensored-DeLMAT-GGUF,78,1607
JASONWORLD/DeepSeek-R1-Distill-Qwen-14B-abliterated-Q4_K_M-GGUF,0,185
jnjj/gemma-3-1b-it-qat-int4-quantized-inference-unrestricted-pruned-sf,2,44
RichardErkhov/FreedomIntelligence_-_AceGPT-v2-32B-gguf,2,746
parmarm/medical_unsafe_detection_bert_final_v1,NaN,NaN
IsakNordgren/NeuralDaredevil-8B-abliterated-x2,2,18
DevQuasar/huihui-ai.GLM-4-9B-0414-abliterated-GGUF,5137,9375
Zoyd/mlabonne_NeuralDaredevil-8B-abliterated-6_0bpw_exl2,3,128
bartowski/huihui-ai_DeepSeek-R1-Distill-Llama-70B-abliterated-GGUF,3662,131713
UnfilteredAI/Mia-001,21,21882
Triangle104/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-Q5_K_M-GGUF,1,177
itorgov/dippy-roleplay-1742350769-2351608,1,8
Triangle104/Qwen3-30B-A3B-abliterated-Q4_K_S-GGUF,2,1609
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-uncensored-Q4_K_M-GGUF,47,495
TheBloke/CAMEL-13B-Role-Playing-Data-AWQ,3,312
slava177/jailbreaking-helper,0,0
huihui-ai/Huihui-Qwen3-235B-A22B-Instruct-2507-abliterated-GGUF,NaN,NaN
nightmedia/Medra4b-abliterated-q8-mlx,3,183
RichardErkhov/thkim0305_-_Mistral-7b_TA_lr5e-5_epoch1_safe0.5_unsafe0.1-gguf,3,109
byroneverson/internlm2_5-20b-chat-abliterated,11,511
AlignmentResearch/robust_llm_oskar-035b_clf_jailbreaks_pythia-31m_s-1,NaN,NaN
mradermacher/Falcon-H1-34B-Instruct-abliterated-i1-GGUF,28,2451
nightmedia/Huihui-Qwen3-30B-A3B-Instruct-2507-abliterated-dwq3-mlx,NaN,NaN
mradermacher/TinyLlama-1b-Rewrite-Jailbreak-Prompt-GGUF,153,1824
nbeerbower/llama-3-spicy-abliterated-stella-8B,7,3173
PasinduProjects/criminal-case-RoBERTa3,0,184
ChangeXy/ppl-combined_unsafe_Q2_qwen2.5-14b-instruct_2ep,0,0
kalschi/gemma3-three-kingdoms-jailbreak-002,0,0
failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5-GGUF,156,139599
TheBloke/Luna-AI-Llama2-Uncensored-GPTQ,144,38638
Felldude/Flux_Uncensoredv8_NF4,0,0
mradermacher/DeepSeek-R1-Distill-Qwen-1.5B-abliterated-GGUF,185,1913
AlignmentResearch/robust_llm_de2b481e60b111ef9cdc0e5961250109_from_rllm_pythia-14m_clf_spam_v-ian-082_s-0,NaN,NaN
AaronFeng753/Mistral-Nemo-Instruct-2407-abliterated-Q8_0-GGUF,31,336
mradermacher/dolphin-2.9.2-Phi-3-Medium-abliterated-i1-GGUF,165,11904
mradermacher/Hermes3-Lumimaid-uncensored-i1-GGUF,82,3957
mradermacher/Qwen2.5-1.5B-Instruct-abliterated-GGUF,278,4209
AlignmentResearch/robust_llm_oskar-051_clf_jailbreaks_Qwen2.5-3B_s-2_adv_tr_gcg_t-2,NaN,NaN
tensorblock/Guanaco-3B-Uncensored-GGUF,85,2809
Triangle104/Huihui-MoE-23B-A4B-abliterated-Q5_K_M-GGUF,1,102
DaehanKim/Qwen2.5-7B-Instruct-abliterated,2,13
Triangle104/Qwen2.5-14B-Instruct-1M-abliterated-Q4_K_M-GGUF,14,541
TheBloke/Guanaco-7B-Uncensored-GPTQ,8,585
QuantFactory/gemma-2-2b-it-abliterated-GGUF,21,1844
Freedino/finetuning-sentiment-model-3000-samples,1,11
Triangle104/Qwen2-VL-2B-Instruct-abliterated-Q6_K-GGUF,13,400
prithivMLmods/Qwen3-4B-abliterated-f32-GGUFs,224,2753
LoneStriker/SOLAR-10.7B-Instruct-v1.0-uncensored-4.0bpw-h6-exl2-2,3,213
G17c21ds/Qwen2.5-14B-Instruct-Uncensored-Q8_0-GGUF,40,2831
mradermacher/L3.1-MOE-4X8B-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-e32-25B-GGUF,27,3279
async0x42/QwQ-32B-abliterated-exl3_4.5bpw,4,78
RichardErkhov/huihui-ai_-_Meta-Llama-3.1-8B-Instruct-abliterated-gguf,307,2929
spockren/qwen2_7b_instruct_abliterated,2,104
Triangle104/Huihui-Qwen3-14B-abliterated-v2-Q4_K_S-GGUF,22,103
tensorblock/L3.2-Rogue-Creative-Instruct-Uncensored-Abliterated-7B-GGUF,156,2870
mradermacher/L3.1-Dark-Planet-SpinFire-Uncensored-8B-i1-GGUF,308,7032
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q5_K_S-GGUF,0,0
mradermacher/llama3.2_1b_uncensored_5000_8epoch_lora-i1-GGUF,76,6390
fooideal/Huihui-gpt-oss-20b-BF16-abliterated-Q4_K_M-GGUF,54,1249
mradermacher/SOLAR_Uncensored_Luna_10.7B-i1-GGUF,87,2861
MrTheRealbubbles/WizardLM-1.0-Uncensored-Llama2-13B-GGML,0,0
itlwas/Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_M-GGUF,15,190
carsenk/phi3.5_mini_exp_825_uncensored,91,5032
v8karlo/UNCENSORED-Phi-3-mini-4k-geminified-Q4_K_M-GGUF,621,10378
RichardErkhov/failspy_-_Llama-3-70B-Instruct-abliterated-v3-gguf,7,1295
cs2764/Huihui-Qwen3-30B-A3B-Instruct-2507-abliterated-ao-int8wo,3,49
RichardErkhov/FreedomIntelligence_-_Apollo-6B-4bits,1,9
ZeroWw/Meta-Llama-3.1-8B-Instruct-abliterated-SILLY,1,302
thirdeyeai/qwen2.5-7b-uncensored,4,180
thirdeyeai/DeepSeek-R1-Distill-Qwen-1.5B-uncensored,59,2766
SicariusSicariiStuff/LLAMA-3_8B_Unaligned,0,0
RichardErkhov/Orenguteng_-_Llama-3.1-8B-Lexi-Uncensored-V2-gguf,94,8625
huihui-ai/EXAONE-3.5-7.8B-Instruct-abliterated,274,1614
huehui/Discord-Micae-Hermes-3-3B-abliterated,7,64
hedronstone/6b-gpteacher-role-play-chatml-10epoch,0,0
Zoyd/failspy_Meta-Llama-3-70B-Instruct-abliterated-v3.5-3_0bpw_exl2,2,8
RichardErkhov/haramberesearch_-_llama2_xs_460M_uncensored-awq,3,37
mradermacher/Megatron-Opus-7B-Exp-Uncensored-DeLMAT-GGUF,47,1724
mradermacher/Llama-3.2-1B-Instruct-abliterated-wp-finetuned-GGUF,0,554
huihui-ai/Llama-3.3-70B-Instruct-abliterated,1036,182648
Triangle104/Dria-Agent-a-3B-abliterated-Q6_K-GGUF,35,242
Zoyd/failspy_Phi-3-medium-4k-instruct-abliterated-v3-3_75bpw_exl2,4,9
failspy/Codestral-22B-v0.1-abliterated-v3-GGUF,30,7612
DevQuasar/huihui-ai.OpenThinker-7B-abliterated-GGUF,18,1175
Triangle104/Qwen3-16B-A3B-abliterated-Q8_0-GGUF,6,366
RichardErkhov/vicgalle_-_Humanish-Roleplay-Llama-3.1-8B-8bits,1,37
DavidAU/Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B,1274,12757
Sowkwndms/Qwen3-30B-A3B-abliterated-Q4_K_M-GGUF,66,3516
CuckmeisterFuller/DeepSeek-R1-Distill-Qwen-14B-abliterated-Q4-mlx,150,1628
mradermacher/Gemma-Bloom-2-9B-it-Uncensored-DeLMAT-GGUF,56,2915
Chung8947/Llama-3.2-3B-Instruct-uncensored-Q6_K-GGUF,0,2
mradermacher/DeepseekR1-Distill-Uncensored-L3-8B-alt-v1-i1-GGUF,97,2771
Fentible/gemma-3-27b-it-abliterated-Q8_K_XL-GGUF,NaN,NaN
Trishna13/llaVA_1.5_7b_lr_2_multi_modal_unlearned_vqa_jailbreak,0,0
mradermacher/Huihui-Qwen3-14B-abliterated-v2-i1-GGUF,484,7748
John6666/illustrious-xl10-improved-uncensored-v30-sdxl,555,857
RichardErkhov/brianmatzelle_-_llama3.2-1b-instruct-hasanpiker-abliterated-gguf,11,1397
Melvin56/Hermes-3-Llama-3.2-3B-abliterated-Q4_0-GGUF,12,513
mradermacher/MS-Abliteron-22B-i1-GGUF,15,1188
wesley7137/Mol-Llama-3.2-3B-Instruct-Uncensored-v2,1,177
RichardErkhov/failspy_-_Meta-Llama-3-8B-Instruct-abliterated-v3-awq,2,8
huihui-ai/QwenLong-L1-32B-abliterated,NaN,NaN
huihui-ai/DeepScaleR-1.5B-Preview-abliterated,51,1123
Yjuq/Qwen3-32B-abliterated-Q8_0-GGUF,474,2237
day078/Qwen3-30B-A3B-abliterated-erotic-Q4_K_M-GGUF,79,3580
huihui-ai/DeepSeek-R1-0528-Qwen3-8B-abliterated,490,3468
Apel-sin/qwen2.5-32b-instruct-abliterated-v2-exl2,1,3
HuaminChen/jailbreak_classifier_linear_model,0,38
s8n29/stereotype_finetuned_3_class_jailbreak_deberta_soft,3,9
blockblockblock/llama-3-70B-Instruct-abliterated-bpw3.5-exl2,4,10
RichardErkhov/ljlab_-_lexi_uncensored_train-gguf,1955,3004
pradma/Qwen2.5-7B-Instruct-1M-abliterated-Q8_0-GGUF,3,168
mradermacher/L3-MOE-16x1B-RP-Abliterated-Test-GGUF,48,1097
Triangle104/aya-expanse-32b-abliterated-Q4_K_M-GGUF,0,415
jjeccles/context-filter-chat-nofilter-Feb25,0,0
ClosedCharacter/Peach-9B-8k-Roleplay,37,6841
UnlockMax/lorapodos,0,0
Triangle104/Arcee-Blitz-abliterated-Q3_K_L-GGUF,6,110
itorgov/dippy-roleplay-1748523163-9129446,0,6
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA_iMatrix,74,3252
mradermacher/DeepSeek-R1-Distill-Qwen-7B-abliterated-GGUF,303,11747
DavidAU/L3.1-Dark-Reasoning-Halu-Blackroot-Hermes-R1-Uncensored-8B,NaN,NaN
1lock/parler-tts-roleplay-v9,2,17
TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GGUF,3152,106358
nbeerbower/Qwen2.5-32B-abliterated-LORA,0,0
Lucy-in-the-Sky/Qwen2.5-14B-Instruct-abliterated-v2-Q8_0-GGUF,5,90
keisoft/dippy-roleplay-llama-v18,0,7
PrunaAI/jeffmeloy-Qwen2.5-7B-nerd-uncensored-v1.7-bnb-8bit-smashed,NaN,NaN
sometimesanotion/Abliterate-Qwenvergence,1,15
mradermacher/hermes-llama3-roleplay-1000-v2-GGUF,10,1265
mradermacher/hermes-llama3-roleplay-1000-v3-GGUF,5,1077
DavidAU/SOLAR-10.7B-Instruct-v1.0-uncensored-Q8_0-GGUF,NaN,NaN
mradermacher/gemma-2-2b-jpn-it-abliterated-17-ORPO-GGUF,3,3835
mradermacher/Sailor2-8B-Chat-Uncensored-i1-GGUF,615,3982
mradermacher/huihui-ai_Qwen3-30B-A3B-abliterated-clone-i1-GGUF,18,1956
nicoboss/DeepSeek-R1-Distill-Llama-70B-Uncensored,0,0
mradermacher/Qwen2.5-Coder-14B-Instruct-Uncensored-GGUF,400,8036
M1LL1X/microsoft-phi-2-trained-abliterated-QA-1960-all-modules-merged,2,15
SunnierLeee/DeepSeek-R1-Distill-Qwen-7B-Japanese-Aligned-Resta,0,11
PrunaAI/aifeifei798-llama3-8B-DarkIdol-2.3-Uncensored-32K-AWQ-4bit-smashed,NaN,NaN
RichardErkhov/mlabonne_-_NeuralLlama-3-8B-Instruct-abliterated-gguf,11,1266
maydixit/llama_v2_tma_10e_masked_unsafe,0,0
mradermacher/phi-3.1-abliterated-i1-GGUF,10,669
atsuki-yamaguchi/OLMo-2-1124-7B-mag_Deva-coli-align-lora,NaN,NaN
Triangle104/Dolphin3.0-R1-Mistral-24B-abliterated-Q8_0-GGUF,17,231
NikolayKozloff/gpt-oss-20b-uncensored-bf16-Q4_K_M-GGUF,212,2408
litmudoc/Qwen2.5-VL-32B-Instruct-abliterated-MLX-Q8,23,623
Luisz21/gemma-3-1b-it-abliterated-Q8_0-GGUF,23,1029
huihui-ai/Qwen3-14B-abliterated-nf4,NaN,NaN
Triangle104/Huihui-MoE-1.3B-A0.6B-abliterated-Q5_K_S-GGUF,1,56
Human23/DeepSeek-R1-Distill-Llama-8B-abliterated-Q8_0-GGUF,10,29
mradermacher/Hermes-3-Llama-3.2-3B-abliterated-GGUF,379,6318
mav23/Qwen2.5-Coder-1.5B-Instruct-abliterated-GGUF,288,1277
Novaciano/Qwen2.5-1.5B-Uncensored_Neurotic_Spanish-Q5_K_M-GGUF,4,173
